comunidad_autonoma,provincia,codigo,fecha_inicio,fecha_fin,fecha_publicacion_oficial,ambito,porcentaje_afectado,porcentaje,personas,hora,nivel_educacion
balears_illes,,TR.3,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,,,,
balears_illes,,CE.3,2020-06-21 00:00:00,2020-08-28 00:00:00,2020-06-20 00:00:00,autonomico,,,30.0,,
balears_illes,,CE.4,2020-06-21 00:00:00,2020-08-28 00:00:00,2020-06-20 00:00:00,autonomico,,,70.0,,
balears_illes,,CE.2,2020-06-21 00:00:00,2020-08-18 00:00:00,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,CE.5,2020-06-21 00:00:00,2020-08-28 00:00:00,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,CE.6,2020-06-21 00:00:00,2020-08-28 00:00:00,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,CE.5,2020-06-21 00:00:00,2020-08-28 00:00:00,2020-06-20 00:00:00,autonomico,,,150.0,,
balears_illes,,CE.6,2020-06-21 00:00:00,2020-08-28 00:00:00,2020-06-20 00:00:00,autonomico,,,250.0,,
balears_illes,,ON.7,2020-06-21 00:00:00,2020-07-01 00:00:00,2020-06-20 00:00:00,autonomico,,,,,
balears_illes,,ED.4,2020-06-21 00:00:00,2020-07-13 00:00:00,2020-06-20 00:00:00,autonomico,,,25.0,,
balears_illes,,ED.4,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,AF.12,2020-06-21 00:00:00,2020-09-12 00:00:00,2020-06-20 00:00:00,autonomico,,,50.0,,
balears_illes,,AF.7,2020-06-21 00:00:00,2020-09-12 00:00:00,2020-06-20 00:00:00,autonomico,,,50.0,,
balears_illes,,AF.5,2020-06-21 00:00:00,2020-08-28 00:00:00,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,AF.6,2020-06-21 00:00:00,2020-08-28 00:00:00,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,AF.9,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,,,,
balears_illes,,AF.17,2020-06-21 00:00:00,2020-08-18 00:00:00,2020-06-20 00:00:00,autonomico,,,20.0,,
balears_illes,,AF.15,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,AF.16,2020-06-21 00:00:00,2020-09-21 00:00:00,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,AF.15,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,,1000.0,,
balears_illes,,AF.16,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,,300.0,,
balears_illes,,CD.6,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,CD.6,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,,25.0,,
balears_illes,,CD.9,2020-06-21 00:00:00,2020-09-12 00:00:00,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,CD.9,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,,300.0,,
balears_illes,,CD.10,2020-06-21 00:00:00,2020-09-12 00:00:00,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,CD.10,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,,1000.0,,
balears_illes,,RH.7,2020-06-21 00:00:00,2020-08-28 00:00:00,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,RH.5,2020-06-21 00:00:00,2020-08-18 00:00:00,2020-06-20 00:00:00,autonomico,,,,26.0,
balears_illes,,RH.9,2020-06-21 00:00:00,2020-08-18 00:00:00,2020-06-20 00:00:00,autonomico,,,25.0,,
balears_illes,,ON.5,2020-06-21 00:00:00,2020-08-18 00:00:00,2020-06-20 00:00:00,autonomico,,,300.0,,
balears_illes,,ON.5,2020-06-21 00:00:00,2020-08-18 00:00:00,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,ON.3,2020-06-21 00:00:00,2020-08-18 00:00:00,2020-06-20 00:00:00,autonomico,,,,,
balears_illes,,CD.15,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,50.0,,,
balears_illes,,TR.9,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,TR.9,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,,150.0,,
balears_illes,,LA.3,2020-06-21 00:00:00,2020-08-28 00:00:00,2020-06-20 00:00:00,autonomico,,67.0,,,
balears_illes,,LA.2,2020-06-21 00:00:00,2020-08-28 00:00:00,2020-06-20 00:00:00,autonomico,,,,,
balears_illes,,CO.8,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,CO.5,2020-06-21 00:00:00,,2020-06-20 00:00:00,autonomico,,50.0,,,
balears_illes,,CO.10,2020-06-21 00:00:00,2020-08-28 00:00:00,2020-06-20 00:00:00,autonomico,,75.0,,,
balears_illes,,RS.2,2020-07-13 00:00:00,2020-07-31 00:00:00,2020-07-13 00:00:00,autonomico,,,70.0,,
balears_illes,,RS.1,2020-07-31 00:00:00,2020-08-28 00:00:00,2020-07-31 00:00:00,autonomico,,,30.0,,
balears_illes,,RS.2,2020-07-31 00:00:00,,2020-07-31 00:00:00,autonomico,,,30.0,,
balears_illes,,CD.13,2020-08-18 00:00:00,,2020-08-18 00:00:00,autonomico,,,300.0,,
balears_illes,,CE.2,2020-08-18 00:00:00,,2020-08-18 00:00:00,autonomico,,50.0,,,
